ID,Type,URL,Status,Title,Section,Category.Product,Category.Brand,Body,Teaser,Image,Product.SKU,Product.ListPrice,Product.SellPrice,Product.Saving,Product.Stock.Value,Product.Stock.Message,vid,nid,field_group_value,field_metadata_value,field_closed_height_value,field_open_height_value,field_rungs_treads_value,field_weight_value,field_platform_height_value,field_open_depth_value,field_handrail_included_value,field_platform_size_value,field_folded_depth_value,field_floor_to_floor_height_value,field_tread_depth_value,field_colour_diameter_value,field_max_workload_value,field_overall_width_value,field_extended_length_value,field_approx_working_height_value,field_youtube_tag_value,field_standard_warranty_value,field_shipping_terms_value,field_tread_type_value,field_staircase_type_value,field_next_expected_delivery_value,field_lead_time_value,field_stockitem_value,field_bulky_value,field_search_text_value,field_bundle_deal_nid
11659,Product,Ladders/Combination-Ladders/3.5m-Trade-Prima-Combination-ladder,1,"3.5m Trade Prima Combination ladder",Ladders,Ladders,Facal,"<p>The 3.5m PRIMA Combination Ladder is a highly innovative Italian design with some ground-breaking features - making this Aluminium Combination Ladder safer and an easier product to use.</p> <p>This commercial use combination ladder offers all the versatility of the traditional combi ladder with the additions of rhomboid shaped rungs for comfortable climbing and use, that won&#39;t dig into your feet.</p> <p>Wall wheels are standard and the unique spreader bar telescopes to a width of 83cm to give unrivalled stability on level and uneven surfaces such as kerbs.</p> <p>Adjustment and general operation is aided by nylon coated steel guides, offering smooth transitions between heights. Furthermore the aluminium locking stays offer even greater stability where many competitor products offer nylon cord.</p><ul><li>Use as a step, extension or free standing extension ladder</li><li>Unique telescopic splayed base stabiliser for uneven ground</li><li>Shaped rungs for added comfort</li><li>Strong nylon coated steel guides for easy adjustment</li><li>Integrated wall wheels as standard to assist placement</li><li>Aluminium locking stays for extra stability</li><li>Can be used on staircases</li><li>5-year warranty</li><li>150kg work load capacity</li><li>EN131</li></ul>","<p>The 3.5m PRIMA Combination Ladder is a highly innovative Italian design with some ground-breaking features - making this Aluminium Combination Ladder safer and an easier product to use.</p> <p>This commercial use combination ladder offers all the versa ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/ladders-trade-prima-combination-ladder-in-situ-hero.jpg&resizetoWidth=174,1300-056,406.95,406.95,0.00,3,"In Stock",11659,11659,"Heavy Duty",NULL,3.44,NULL,11+12+12,31,NULL,NULL,NULL,NULL,0.17,NULL,NULL,Aluminium,150,0.83,8.1,NULL,NULL,5-Year,NULL,"Rhomboidal Z-shaped rung",NULL,,21,Y,N,"3.5m Trade Prima Combination Ladder,combi ladder",NULL
11660,Product,Ladders/Combination-Ladders/2.3m-GRP-Combination-Ladder,1,"2.3m GRP Combination Ladder",Ladders,Ladders,Svelt,"<p>The 2.3m GRP Glass Fibre Combination Ladder is a fully insulated triple ladder, a-frame step ladder and extended step ladder.</p><ul><li>Insulated to 100,000 volts</li><li>Use as a step, extension or free standing extension ladder</li><li>Supplied with base stabiliser</li><li>Strong nylon coated steel guides for easy adjustment</li><li>Integrated wall wheels as standard to assist placement</li><li>Extension limiting device</li><li>5-year warranty</li><li>150kg work load capacity</li><li>EN131</li></ul>","<p>The 2.3m GRP Glass Fibre Combination Ladder is a fully insulated triple ladder, a-frame step ladder and extended step ladder.</p><ul><li>Insulated to 100,000 volts</li><li>Use as a step, extension or free standing extension ladder</li><li>Supplied with ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/ladders-glass-fibre-combination-ladder-in-situ.jpg&resizetoWidth=174,1300-081,523.95,523.95,0.00,8,"In Stock",11660,11660,"Heavy Duty",NULL,2.4,NULL,8+8+8,20.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red,150,0.36-0.49,5.47,NULL,NULL,5-Year,NULL,NULL,NULL,,21,Y,N,"2.3m GRP Combination Ladder,glass fibre,fibreglass,combi ladder",NULL
11661,Product,Ladders/Combination-Ladders/3.0m-GRP-Combination-Ladder,1,"3.0m GRP Combination Ladder",Ladders,Ladders,Svelt,"<p>The 3.0m GRP Glass Fibre Combination Ladder is a fully insulated triple ladder, a-frame step ladder and extended step ladder.</p><ul><li>Insulated to 100,000 volts</li><li>Use as a step, extension or free standing extension ladder</li><li>Supplied with base stabiliser</li><li>Strong nylon coated steel guides for easy adjustment</li><li>Integrated wall wheels as standard to assist placement</li><li>Extension limiting device</li><li>5-year warranty</li><li>150kg work load capacity</li><li>EN131</li></ul>","<p>The 3.0m GRP Glass Fibre Combination Ladder is a fully insulated triple ladder, a-frame step ladder and extended step ladder.</p><ul><li>Insulated to 100,000 volts</li><li>Use as a step, extension or free standing extension ladder</li><li>Supplied with ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/ladders-glass-fibre-combination-ladder-in-situ.jpg&resizetoWidth=174,1300-082,645.95,645.95,0.00,7,"In Stock",11661,11661,"Heavy Duty",NULL,3,NULL,10+10+10,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red,150,0.36-0.49,7.45,NULL,NULL,5-Year,NULL,NULL,NULL,,21,Y,N,"3.0m GRP Combination Ladder,glass fibre,fibreglass,combi ladder",NULL
11662,Product,Ladders/Combination-Ladders/3.5m-GRP-Combination-Ladder,1,"3.5m GRP Combination Ladder",Ladders,Ladders,Svelt,"<p>The 3.5m GRP Glass Fibre Combination Ladder is a fully insulated triple ladder, a-frame step ladder and extended step ladder.</p><ul><li>Insulated to 100,000 volts</li><li>Use as a step, extension or free standing extension ladder</li><li>Supplied with base stabiliser</li><li>Strong nylon coated steel guides for easy adjustment</li><li>Integrated wall wheels as standard to assist placement</li><li>Extension limiting device</li><li>5-year warranty</li><li>150kg work load capacity</li><li>EN131</li></ul>","<p>The 3.5m GRP Glass Fibre Combination Ladder is a fully insulated triple ladder, a-frame step ladder and extended step ladder.</p><ul><li>Insulated to 100,000 volts</li><li>Use as a step, extension or free standing extension ladder</li><li>Supplied with ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/ladders-glass-fibre-combination-ladder-in-situ.jpg&resizetoWidth=174,1300-083,759.95,759.95,0.00,1,"In Stock",11662,11662,"Heavy Duty",NULL,3.5,NULL,12+12+12,38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red,150,0.36-0.49,8.6,NULL,NULL,5-Year,NULL,NULL,NULL,,21,Y,N,"3.5m GRP Combination Ladder,glass fibre,fibreglass,combi ladder",NULL
11663,Product,Ladders/Specialist-Access/DualStep-(2Way)-Ladder-10-Rungs,1,"DualStep (2Way) Ladder 10 Rungs",Ladders,"Specialist Access",Unbranded,"<p>The Dualstep (2-Way) 1 - 10 Rungs combined Step &amp; Ladder is Ideal for industrial use. Fitted with flat treads on the front section for extra comfort. Tapered front section for stability. Each tread is double riveted for extra rigidity. Front and rear stays on the bottom tread for extra strength. Fitted with non-slip feet with locking stays on both sides.</p><ul><li>10 serrated treads</li><li>Industrial strength construction for durability</li><li>Move from one job to another quickly and easily</li><li>Tapered front-section for additional stability</li><li>Non-slip rubber feet</li><li>1-year warranty</li><li>150kg work load capacity</li></ul>","<p>The Dualstep (2-Way) 1 - 10 Rungs combined Step &amp; Ladder is Ideal for industrial use. Fitted with flat treads on the front section for extra comfort. Tapered front section for stability. Each tread is double riveted for extra rigidity. Front and re ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/step-ladders-dual-step-studio.jpg&resizetoWidth=174,1302-000,154.95,154.95,0.00,0,"Out of Stock",11663,11663,"Heavy Duty",NULL,1.61,NULL,10,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aluminium,150,0.46,2.54,NULL,ZDlxv7moe2E,1-Year,NULL,"Flat tread",NULL,,7,N,N,"DualStep (2Way) Ladder 10 Rungs,step and ladder",NULL
11664,Product,Ladders/Specialist-Access/DualStep-(2Way)-Ladder-12-Rungs,1,"DualStep (2Way) Ladder 12 Rungs",Ladders,"Specialist Access",Unbranded,"<p>The Dualstep (2-Way) 1 - 12 Rungs combined Step &amp; Ladder is Ideal for industrial use. Fitted with flat treads on the front section for extra comfort. Tapered front section for stability. Each tread is double riveted for extra rigidity. Front and rear stays on the bottom tread for extra strength. Fitted with non-slip feet with locking stays on both sides.</p><ul><li>12 serrated treads</li><li>Industrial strength construction for durability</li><li>Move from one job to another quickly and easily</li><li>Tapered front-section for additional stability</li><li>Non-slip rubber feet</li><li>1-year warranty</li><li>150kg work load capacity</li></ul>","<p>The Dualstep (2-Way) 1 - 12 Rungs combined Step &amp; Ladder is Ideal for industrial use. Fitted with flat treads on the front section for extra comfort. Tapered front section for stability. Each tread is double riveted for extra rigidity. Front and re ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/step-ladders-dual-step-studio.jpg&resizetoWidth=174,1302-001,165.95,165.95,0.00,0,"Out of Stock",11664,11664,"Heavy Duty",NULL,NULL,NULL,12,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aluminium,150,0.48,3.06,NULL,ZDlxv7moe2E,1-Year,NULL,"Flat tread",NULL,,7,N,N,"DualStep (2Way) Ladder 12 Rungs,step and ladder",NULL
11665,Product,Ladders/Specialist-Access/DualStep-(2Way)-Ladder-14-Rungs,1,"DualStep (2Way) Ladder 14 Rungs",Ladders,"Specialist Access",Unbranded,"<p>The DualStep (2-Way) 1 - 14 Rungs combined Step &amp; Ladder is Ideal for industrial use. Fitted with flat treads on the front section for extra comfort. Tapered front section for stability. Each tread is double riveted for extra rigidity. Front and rear stays on the bottom tread for extra strength. Fitted with non-slip feet with locking stays on both sides.</p><ul><li>14 serrated treads</li><li>Industrial strength construction for durability</li><li>Move from one job to another quickly and easily</li><li>Tapered front-section for additional stability</li><li>Non-slip rubber feet</li><li>1-year warranty</li><li>150kg work load capacity</li></ul>","<p>The DualStep (2-Way) 1 - 14 Rungs combined Step &amp; Ladder is Ideal for industrial use. Fitted with flat treads on the front section for extra comfort. Tapered front section for stability. Each tread is double riveted for extra rigidity. Front and re ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/step-ladders-dual-step-studio.jpg&resizetoWidth=174,1302-002,176.95,176.95,0.00,0,"Out of Stock",11665,11665,"Heavy Duty",NULL,2.14,NULL,14,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aluminium,150,0.5,NULL,NULL,ZDlxv7moe2E,1-Year,NULL,"Flat tread",NULL,,7,N,N,"DualStep (2Way) Ladder 14 Rungs,step and ladder",NULL
11666,Product,Ladders/Telescopic-Ladders/3.8m-Xtend-and-Climb-Pro-Telescopic-Ladder,1,"3.8m Xtend & Climb Pro Telescopic Ladder",Ladders,"Telescopic Ladders","Xtend & Climb","<p>The Xtend & Climb Pro has been enhanced specifically for the professional contractor or surveyor. The ergonomic design means you can quickly and easily adjust the Xtend & Climb rung by rung, to exactly the height you need. The tubular section is manufactured from aerospace aluminium with heavy-duty couplings and secure lock tabs that fit your thumbs better for smooth and responsive adjustment.</p>
<ul>
<li>Extends and locks by the rung</li>
<li>Compacts down to a remarkable 0.81m</li>
<li>Stores in your car boot, under your desk or in a small cupboard</li>
<li>Padded carry handle fitted as standard</li>
<li>Clean touch anodised finish</li>
<li>Optional extra carry bag available</li>
<li>1-year warranty</li>
<li>150kg work load capacity</li>
<li>EN131</li>
</ul>","<p>The Xtend & Climb Pro has been enhanced specifically for the professional contractor or surveyor. The ergonomic design means you can quickly and easily adjust the Xtend & Climb rung by rung, to exactly the height you need. The tubular section is manufa ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/ladders-telescopic-ladder-xtend-and-climb-studio.jpg&resizetoWidth=174,1303-010,209.46,198.99,10.47,190,"In Stock",11666,11666,"Medium Duty","Xtend & Climb Pro Telescopic Ladder, available on Free Next Day Delivery. Call 08450 647 647 for more details.",0.81,NULL,13,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Blue,150,0.53,3.8,NULL,4lD4aW0dzOE,1-Year,NULL,"Square rung",NULL,,90,Y,N,"Xtend & Climb Pro Telescopic Ladder,extend and climb,extend,xtend climb,telescopic ladders,telescopics",NULL
11667,Product,Ladders/Telescopic-Ladders/Xtend-and-Climb-Pro-Carry,1,"Xtend & Climb Pro Carry Case",Ladders,"Telescopic Ladders","Xtend & Climb","<p>Heavy-duty bag with handy pocket for tools and stuff. Designed to hold the Xtend and Climb Pro telescopic ladder.</p>
<ul>
<li>Padded case for Xtend & Climb Pro</li>
<li>Made from durable cordura fabric</li>
<li>Carry handle cut-out - you carry the ladder not the bag</li>
</ul>","<p>Heavy-duty bag with handy pocket for tools and stuff. Designed to hold the Xtend and Climb Pro telescopic ladder.</p>
<ul>
<li>Padded case for Xtend & Climb Pro</li>
<li>Made from durable cordura fabric</li>
<li>Carry handle cut-out - you carry the ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/ladders-telescopic-ladder-xtend-and-climb-bag.jpg&resizetoWidth=174,1303-011,53.79,53.79,0.00,269,"In Stock",11667,11667,"Heavy Duty",NULL,0.83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.56,NULL,NULL,NULL,1-Year,NULL,NULL,NULL,,90,Y,N,"Xtend & Climb carry case,carry case",NULL
11668,Product,Ladders/Telescopic-Ladders/3.2m-Xtend-and-Climb-Trade-Plus-Telescopic-Ladder,1,"3.2m Xtend & Climb Trade Plus Telescopic Ladder",Ladders,"Telescopic Ladders","Xtend & Climb","<p>The Xtend &amp; Climb Trade Plus has been re-designed using a unique square section for lighter applications. Enjoy amazing comfort and stability with extra-deep offset rungs. The compact design features a new no pinch system and extends to a remarkable 3.20m. Ideal for getting into the loft or up to those hard to reach places around the office. Just open it up, rung by rung, to your desired height and away you go.</p>

<ul>
<li>Extends and locks by the rung</li>
<li>Compacts down to 0.82m</li>
<li>Stores virtually anywhere</li>
<li>1-year warranty</li>
<li>150kg work load capacity</li>
<li>EN131</li>
</ul>","<p>The Xtend &amp; Climb Trade Plus has been re-designed using a unique square section for lighter applications. Enjoy amazing comfort and stability with extra-deep offset rungs. The compact design features a new no pinch system and extends to a remarkabl ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/ladders-telescopic-ladder-xtend-climb-trade-plus-closed.jpg&resizetoWidth=174,1303-017,160.77,152.73,8.04,702,"In Stock",11668,11668,"Medium Duty",NULL,0.83,NULL,11,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Green,150,0.47,3.2,NULL,4lD4aW0dzOE,1-Year,NULL,"Rhomboidal Z-shaped rung",NULL,,30,Y,N,"3.2m Xtend & Climb Trade Plus Telescopic Ladder",NULL
11669,Product,Ladders/Multi-Purpose-Ladders/3-Rung-PAL-Pro-Adjustable-Ladder,1,"3 Rung PAL Pro Adjustable Ladder",Ladders,"Multi-Purpose Ladders",Pinnacle,"<p>The reinforced auto locking hinge enables the user to configure the 3 tread PAL for multiple tasks - a workbench, mini scaffold, A-frame step, extension ladder and an extension ladder with stand-off. The tough black anodised armour finish protects the ladder against oxidisation - allowing your hands to remain clean - not oily like some other ladders.</p><ul><li>3 serrated non-slip rungs</li><li>Supports multiple configurations</li><li>Durable black anodised finish</li><li>Box-section construction for extra rigidity</li><li>Splayed legs for additional stability</li><li>1 year warranty</li><li>150kg work load capacity</li><li>EN131-4</li></ul>","<p>The reinforced auto locking hinge enables the user to configure the 3 tread PAL for multiple tasks - a workbench, mini scaffold, A-frame step, extension ladder and an extension ladder with stand-off. The tough black anodised armour finish protects the  ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/ladders-pal-adjustable-ladder-in-situ-hero.jpg&resizetoWidth=174,1303-020,128.04,128.04,0.00,103,"In Stock",11669,11669,"Heavy Duty",NULL,1,1.75,12,13,NULL,NULL,NULL,NULL,0.25,NULL,NULL,Black,150,0.57,3.7,NULL,HIuvCTPijgo,1-Year,NULL,"Square rung",NULL,,90,Y,N,"3 Rung PAL Pro Adjustable Ladder,professional adjustable ladder,",NULL
